id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),
SlaT-2777-n1,video,v#v-w16_MPf56_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",mihi rectius videtur [...] gloriam quaerere,,,passive,,
2777a1,video,v#v-w16_MPf56_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",mihi rectius videtur [...] gloriam quaerere,,,passive,,
2777a3,quaero,v#v-w482_MPf11_MP,quaero-15,v#02153709,121047,"ACT, PAT",gloriam quaerere,,,,,
SlaT-2777-n7,quaero,v#v-w482_MPf11_MP,quaero-15,v#02153709,121047,"ACT, PAT",gloriam quaerere,,,,,
SlaT-2777-n11,efficio,v#v-w476_MPf5_MP,efficio-02,v#00120675,100627,"ACT, EFF, PAT",memoriam nostri quam maxume longam efficere,,,,,
SlaT-2777-n12,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2777-n15,fruor,v#v-w793_MPf4_MP,fruor-04,v#02110793,103882,"ACT, PAT",(vita) qua fruimur,,,,,
SlaT-2777-n18,memoria,v#v-w1107_MPf2_MP,memoria-06,n#05935060,112000,"ACT, PAT",memoriam nostri,,NON-EVENT,,,
SlaT-2778-n3,sum,v#v-w2_MPf151_MP,have-mod-91,,,,,,,,,
SlaT-2778-n9,fluo,v#v-w741_MPf3_MP,fluo-17,v#02066510,103519,ACT,gloria fluxa atque fragilis est,,,,disagree w/ V1 PAT,
SlaT-2778-n11,habeo,v#v-w73_MPf51_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",virtus clara aeternaque habetur,,,,,
SlaT-2779-n2,sum,v#v-w2_MPf115_MP,exist-91,,,,,,,,,
SlaT-2779-n4,certamen,v#v-w1108_MPf4_MP,certo-01,v#00773432,93580,"ACMP, ACT, REG",inter mortalis certamen,,EVENT,,,
SlaT-2779-n7,procedo,v#v-w85_MPf42_MP,procedo-21,v#02624263,119582,"ACT, DIR1","(certamen fuit,) vine corporis an virtute animi res militaris magis procederet.",,,,disagree w/ V2 DIR3 only (V1 has both as non obl),
2780a1,opus,v#v-w1019_MPf3_MP,opus-est-NEW-01,v#01188725,115170,"ACT, PAT",facto opus est,have need of,,,"I would not use this frame, but either an abstract predicate (so far not existing) or an equivalent of smth like need-01, verbal, che però in latino non sembra esistere. what about opus-est-01? former opus-23.",
SlaT-2780-n4,incipio,v#v-w121_MPf17_MP,incipio-06,v#01864230,106965,"ACT, PAT",prius quam incipias,,,,,
SlaT-2780-n5,consulo,v#v-w630_MPf4_MP,consulo-04,v#00699626,96186,ACT,ubi consulveris mature facto opus est,,,,different than other consulo-04,
SlaT-2780-n9,opus,v#v-w1019_MPf3_MP,opus-est-NEW-01,v#01188725,115170,"ACT, PAT",facto opus est,have need of,,,"I would not use this frame, but either an abstract predicate (so far not existing) or an equivalent of smth like need-01, verbal, che però in latino non sembra esistere. what about opus-est-01? former opus-23.",
SlaT-2780-n7,consulo,v#v-w630_MPf4_MP,consulo-04,v#00699626,96186,ACT,ubi consulveris mature facto opus est,,,,different than other consulo-04,
SlaT-2780-n10,facio,v#v-w76_MPf43_MP,facio-02,v#00014549,102758,ACT,optumus quisque facere quam dicere [...] malebat,,,,,
SlaT-2781-n2,egeo,v#v-w1109_MPf2_MP,egeo-01,v#01188725,100701,"ACT, PAT",utrum per se indigens alterum alterius auxilio eget,,,PAT in ablative,,
SlaT-2781-n5,indigeo,v#v-w494_MPf6_MP,indigeo-03,v#02632567,107340,"ACT, PAT",per se indigens,,,,,
SlaT-2781-n8,auxilium,v#v-w1110_MPf6_MP,auxilior-03,v#02547586,90871,"ACT, PAT",alterius auxilio eget,,EVENT,,,
Par. 2,,,,,,,,,,,,
SlaT-2782-n5,diversus,v#v-w323_MPf1_MP,diuerto-NEW-01,v#02718543,99924,ACT,,,,,,
SlaT-2782-n6,sum,v#v-w2_MPf100_MP,identity-91,,,,,,,,,
2782a3,exerceo,v#v-w251_MPf5_MP,exerceo-13,v#02204564,101981,"ACT, PAT","pars ingenium, alii corpus exercebant",,,,,
SlaT-2782-n15,exerceo,v#v-w251_MPf6_MP,exerceo-13,v#02204564,101981,"ACT, PAT","pars ingenium, alii corpus exercebant",,,,,
SlaT-2783-n1,agito,v#v-w631_MPf3_MP,agito-NEW-14,v#02708420,88103,"ACT, PAT, MANN",vita hominum sine cupiditate agitabatur,pass time in a specific way,,,,
SlaT-2783-n6,cupiditas,v#v-w1111_MPf2_MP,cupiditas-01/cupiditas-02,n#04945530/n#04945758,97279,ACT,ardens in cupiditatibus,,merge. NON-EVENT,,,
SlaT-2784-n1,placeo,v#v-w585_MPf5_MP,placeo-04,v#01183573,118010,"ACT, PAT",cuique satis placebant,,,PAT in dative,,
SlaT-2785-n1,comperio,v#v-w816_MPf4_MP,comperio-05,v#00721437,95309,"ACT, PAT",compertum est in bello plurumum ingenium posse,,,,,
SlaT-2785-n3,coepio,v#v-w575_MPf2_MP,coepio-01,v#00345761,94695,"ACT, PAT",Lacedaemonii et Athenienses coepere urbis atque nationes subigere,,,,,
SlaT-2785-n12,subigo,v#v-w856_MPf3_MP,subigo-12,v#02496816,126124,"ACT, PAT",Lacedaemonii et Athenienses coepere urbis atque nationes subigere,,,,,
SlaT-2785-n16,habeo,v#v-w73_MPf15_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",lubidinem dominandi causam belli habere,,,,does not match with same frame elsewhere,
SlaT-2785-n17,libido,v#v-w1112_MPf4_MP,libido-03,n#07486628,110407,"ACT, PAT",lubidinem dominandi causam belli habere,,NON-EVENT,,,
SlaT-2785-n18,dominor,v#v-w1113_MPf3_MP,dominor-01,v#02442106,100058,ACT,lubidinem dominandi,,,,,
SlaT-2785-n19,causa,v#v-w258_MPf7_MP,causa-17,n#09178999,93253,PAT,lubidinem dominandi causam belli habere,,NON-EVENT,,,
SlaT-2785-n21,puto,v#v-w145_MPf7_MP,puto-09,v#00689344,120610,"ACT, PAT",maxuma gloriam in maxumo imperio putare,,,,,
SlaT-2785-n32,possum,v#v-w197_MPf3_MP,possum-NEW-01,,118569,ACT,compertum est in bello plurumum ingenium posse,have power,"if to be added, possum-NEW-01. have power (over, if I keep PAT)",,,
SlaT-2786-n2,habeo,v#v-w73_MPf17_MP,habeo-17,v#02604760,105044,"ACT, MANN, PAT",aequabilius atque constantius sese res humanae haberent,,,,,
SlaT-2786-n3,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,si [...] virtus in pace ita ut in bello valeret,,,,,
2786a1,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,si [...] virtus in pace ita ut in bello valeret,,,,,
SlaT-2786-n19,cerno,v#v-w700_MPf3_MP,cerno-11,v#02128873,93546,"ACT, PAT",mutari ac misceri omnia cerneres,,,,,
SlaT-2786-n22,fero,v#v-w392_MPf7_MP,fero-30,v#01434278,103126,"ACT, DIR3, PAT",aliud alio ferri,,,,,
SlaT-2786-n27,muto,v#v-w244_MPf3_MP,muto-04,v#00126264,113167,"ACT, EFF, PAT",mutari ac misceri omnia cerneres,,,,perche EFF?,
SlaT-2786-n28,misceo,v#v-w619_MPf3_MP,misceo-07,v#01418667,112447,"ACT, EFF, PAT",mutari ac misceri omnia cerneres,,,,perche EFF?,
SlaT-2787-n1,retineo,v#v-w248_MPf6_MP,retineo-05,v#02679899,122776,"ACT, PAT","imperium facile iis artibus retinetur, quibus initio partum est",,,,different than other retineo-05,
SlaT-2787-n7,pario,v#v-w746_MPf3_MP,pario2-07,v#01752884,116052,"ACT, PAT","imperium facile iis artibus retinetur, quibus initio partum est",,,,,
SlaT-2788-n1,inmuto,v#v-w1115_MPf2_MP,immuto-NEW-01,v#00126264,106463,"ACT, PAT",fortuna simul cum moribus immutatur,cause to change; make different; cause a transformation,,,,
2788a1,invado,v#v-w733_MPf7_MP,inuado2-05,v#02019716,108786,"ACT, PAT",pro continentia et aequitate lubido atque superbia invasere,,,,,
SlaT-2788-n6,invado,v#v-w733_MPf7_MP,inuado2-05,v#02019716,108786,"ACT, PAT",pro continentia et aequitate lubido atque superbia invasere,,,,,
SlaT-2788-n8,continentia,v#v-w1114_MPf2_MP,continentia-02,n#01069578,97812,"ACT, PAT",pro continentia et aequitate lubido atque superbia invasere,,POSSIBLY EVENT (def: the activity...),,,
SlaT-2788-n11,libido,v#v-w1112_MPf5_MP,libido-01,n#04851715,110407,"ACT, PAT",pro continentia et aequitate lubido atque superbia invasere,,,,does not match with same frame elsewhere,
SlaT-2789-n1,transfero,v#v-w716_MPf7_MP,transfero-15,v#02220461,128593,"ACT,DIR1,DIR3,PAT",imperium semper ad optumum quemque a minus bono transfertur,,,,,
SlaT-2790-n1,pareo,v#v-w714_MPf5_MP,pareo-07,v#02542795,116031,"ACT, PAT",virtuti omnia parent,,,PAT in dative,,
SlaT-2790-n7,aro,v#v-w1116_MPf2_MP,aro-03,v#01739814,90045,"ACT, PAT","quae homines arant, navigant, aedificant, virtuti omnia parent",,,,,
SlaT-2790-n8,navigo,v#v-w1117_MPf2_MP,nauigo-03,v#01945516,113459,"ACT, PAT","quae homines arant, navigant, aedificant, virtuti omnia parent",,,,,
SlaT-2790-n9,aedifico,v#v-w1118_MPf2_MP,aedifico-03,v#01661243,87744,"ACT, PAT","quae homines arant, navigant, aedificant, virtuti omnia parent",,,,,
SlaT-2791-n2,transeo,v#v-w579_MPf6_MP,transeo-15,v#02708420,128591,"ACT, PAT, MANN",vitam sicuti peregrinantes transiere,,,,,
SlaT-2791-n6,dedo,v#v-w790_MPf5_MP,dedo-02,v#00887463,98205,"ACT, ADDR, PAT","mortales, dediti ventri atque somno",,,,,
SlaT-2791-n10,indoceo,v#v-w1119_MPf2_MP,,,,,,,I would NOT consider it a VERB (indocti); also missing in V2,,,
SlaT-2791-n12,peregrinor,v#v-w1120_MPf2_MP,peregrinor-01,v#00416399,116769,ACT,vitam sicuti peregrinantes transiere,,,,"cf. Perseus: Like travelers in a strange country “Sicuti peregrinantes.” “Vivere nesciunt; igitur in vitâ quasi hospites sunt;” they know not how to use life, and are therefore, as it were, strangers in it. Dietsch. ""Peregrinantes, qui, quâ transeunt, nullum sui vestigium relinquunt:"" they are as travelers who do nothing to leave any trace of their course. ",
2792a1,sum,v#v-w2_MPf227_MP,doppio dativo?,,,,,,,,,
SlaT-2792-n7,sum,v#v-w2_MPf227_MP,doppio dativo?,,,,,,,,,
SlaT-2793-n1,aestimo,v#v-w189_MPf4_MP,aestimo-04,v#00689344,87940,"ACT, EFF, PAT",Eorum ego vitam mortemque iuxta aestumo,,,,,
SlaT-2793-n8,sileo,v#v-w1121_MPf2_MP,sileo-03,v#01041061,124777,ACT,de utraque siletur,,,,,
SlaT-2794-n1,video,v#v-w16_MPf41_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",is demum mihi vivere atque frui anima videtur,,,passive,,
SlaT-2794-n6,quaero,v#v-w482_MPf12_MP,quaero-15,v#02153709,121047,"ACT, PAT",gloriam quaerere,,,,,
SlaT-2794-n8,intendo,v#v-w29_MPf14_MP,intendo-06,v#00722232,108382,"ACT, PAT",is [...] aliquo negotio intentus,,,,,
SlaT-2794-n20,vivo,v#v-w503_MPf1_MP,uiuo-NEW-02,v#02614181,130476,ACT,is demum mihi vivere atque frui anima videtur,"have life, be alive",,,,
SlaT-2794-n21,fruor,v#v-w793_MPf5_MP,fruor-04,v#02110793,103882,"ACT, PAT",(vita) qua fruimur,,,,PAT in ablative,
Par. 3,,,,,,,,,,,,
SlaT-2795-n2,ostendo,v#v-w30_MPf44_MP,ostendo-07,v#00923793,115363,"ACT, PAT, ADDR",sed in magna copia rerum alud alii natura iter ostendit,,,,,
SlaT-2796-n2,sum,v#v-w2_MPf107_MP,have-mod-91,,,,,,,,,
SlaT-2796-n4,facio,v#v-w76_MPf44_MP,facio-01,v#00010435,102758,"ACT, MANN",pulchrum est bene facere rei publicae,,,,,
SlaT-2796-n8,sum,v#v-w2_MPf107_MP,have-mod-91,,,,,,,,,
SlaT-2796-n10,dico,v#v-w9_MPf44_MP,dico2-18,v#01009240,99302,"ACT, PAT",facta dictis exaequanda sunt,,,,,
SlaT-2797-n5,fio,v#v-w565_MPf11_MP,fio-01,v#00149583,103328,"ACT, PAT",clarum fieri licet,,,,"I thought EFF was necessary (in V1 there's ACT, PAT, EFF as obl), but compare with Czech Vallex, both PDT and non-PDT: stá(va)t se has ACT, PAT; example: stal se z chlapce mužem; s. se majitelem krásné ženy. || different than other fio-01",
SlaT-2798-n1,laudo,v#v-w594_MPf4_MP,laudo-08,v#01023071,110078,"ACT, PAT","qui fecere et qui facta aliorum scripsere, multi laudantur",,,,,
SlaT-2798-n4,facio,v#v-w76_MPf43_MP,facio-02,v#00014549,102758,ACT,optumus quisque facere quam dicere [...] malebat,,,,,
SlaT-2798-n6,scribo,v#v-w603_MPf5_MP,scribo-14,v#02471690,123840,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2798-n8,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2799-n2,video,v#v-w16_MPf56_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",mihi rectius videtur [...] gloriam quaerere,,,passive,,
SlaT-2799-n5,sequor,v#v-w109_MPf32_MP,sequor-22,v#02716567,124461,"ACT, PAT",par gloria sequitur scriptorem et auctorem rerum,,,,,
SlaT-2799-n8,par,v#v-w1067_MPf2_MP,,,,,,,NAs,,,
SlaT-2799-n10,scriptor,v#v-w1122_MPf3_MP,scriptor-03,n#10794014,123850,PAT,par gloria sequitur scriptorem et auctorem rerum,,,,,
SlaT-2799-n11,auctor,v#v-w60_MPf7_MP,auctor-20,n#10209082,90615,PAT,par gloria sequitur scriptorem et auctorem rerum,,,,,
SlaT-2799-n16,scribo,v#v-w603_MPf6_MP,scribo-14,v#02471690,123840,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2799-n18,gero,v#v-w570_MPf9_MP,gero-15,v#02445509,104536,"ACT, PAT",res gestas,,,,,
SlaT-2800-n4,exaequo,v#v-w1123_MPf2_MP,exaequo-01,v#00417001,101737,"ACT, ADDR, PAT",facta dictis exaequanda sunt,,,,,
SlaT-2800-n3,facio,v#v-w76_MPf30_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2800-n5,dico,v#v-w9_MPf44_MP,dico2-18,v#01009240,99302,"ACT, PAT",facta dictis exaequanda sunt,,,,,
SlaT-2801-n3,puto,v#v-w145_MPf14_MP,puto-09,v#00689344,120610,"ACT, PAT",plerique quae delicta reprehenderis malevolentia et invidia dicta putant,,,,,
SlaT-2801-n6,reprehendo,v#v-w1124_MPf2_MP,reprehendo-05,v#00826201,122680,"ACT, PAT",plerique quae delicta reprehenderis malevolentia et invidia dicta putant,,,,,
SlaT-2801-n9,dico,v#v-w9_MPf39_MP,dico2-18,v#01009240,99302,"ACT, PAT",facta dictis exaequanda sunt,,,,,
SlaT-2801-n14,memoro,v#v-w694_MPf14_MP,memoro-03,v#00953216,112007,"ACT, PAT",ubi de magna virtute atque gloria bonorum memores,,,,different than other memoro-03,
SlaT-2801-n20,accipio,v#v-w217_MPf26_MP,accipio-08/accipio-10,v#00683280/v#00686879,87119,"ACT, PAT","quae sibi quisque facilia factu putat, aequo animo accipit",,merge,,,
SlaT-2801-n21,puto,v#v-w145_MPf9_MP,puto-09,v#00689344,120610,"ACT, PAT",plerique quae delicta reprehenderis malevolentia et invidia dicta putant,,,,,
SlaT-2801-n26,facio,v#v-w76_MPf30_MP,facio-23,v#01712704,102758,"ACT, PAT",qui facta aliorum scripsere,,,,,
SlaT-2801-n29,duco,v#v-w115_MPf22_MP,duco-09,v#00690614,100196,"ACT, PAT, EFF",supra ea veluti ficta pro falsis ducit,,,,,
SlaT-2801-n31,fingo,v#v-w240_MPf5_MP,fingo-12/fingo-15,v#01634424/v#01697986,103319,"ACT, PAT",supra ea veluti ficta pro falsis ducit,,merge,,,
SlaT-2802-n3,fero,v#v-w392_MPf8_MP,fero-40,v#01999798,103126,"ACT,DIR3,PAT",studio ad rem publicam latus sum,,,,metaphorical,
SlaT-2802-n9,studium,v#v-w59_MPf6_MP,studium-03,n#04945057,125889,"ACT, PAT",studio ad rem publicam latus sum,,EVENT?,,,
2802a1,sum,v#v-w2_MPf118_MP,have-mod-91,,,,,,,,,
SlaT-2802-n15,adverto,v#v-w247_MPf4_MP,,,,,,,,,,
SlaT-2803-n1,vigeo,v#v-w1125_MPf2_MP,uigeo-NEW-03,v#02644234,130174,ACT,"pro pudore, pro abstinentia, pro virtute audacia, largitio, avaritia vigebant","be larger in number, quantity, power, status or importance",,,,
SlaT-2804-n1,teneo,v#v-w172_MPf9_MP,teneo-31,v#02681795,127822,"ACT, PAT",inter tanta vitia inbecilla aetas [...] tenebatur,,,,,
SlaT-2804-n2,aspernor,v#v-w1126_MPf2_MP,aspernor-05,v#01774799,90251,"ACT, PAT",quae [...] animus aspernabatur,,,,,
SlaT-2804-n5,insoleo,v#v-w1127_MPf2_MP,insolens-NEW-01,,TBD,"ACT, PAT",insolens malarum artium,unaccustomed to,,,PAT in genitive-ablative,ADJ insolens seems a better entry (see dics)
SlaT-2804-n13,corrumpo,v#v-w514_MPf4_MP,corrumpo-15,v#02579447,96706,"ACT, PAT",inter tanta vitia inbecilla aetas ambitione conrupta tenebatur,,,,,
SlaT-2805-n2,vexo,v#v-w851_MPf3_MP,uexo-10,v#01764171,130087,"ACT, PAT",ac me [...] honoris cupido eadem qua ceteros fama atque invidia vexabat,,,,,
SlaT-2805-n4,dissentio,v#v-w1128_MPf3_MP,dissentio-01,v#00804802,99780,"ACT, ORIG",,,,,,
SlaT-2805-n10,cupido,v#v-w1129_MPf2_MP,(cupio-03/cupio-05),,,,honoris cupido,,NON-EVENT,,nominal frame: cupido-03,
2805a2,vexo,v#v-w851_MPf3_MP,uexo-10,v#01764171,130087,"ACT, PAT",ac me [...] honoris cupido eadem qua ceteros fama atque invidia vexabat,,,,,
2805a3,cupido,v#v-w1129_MPf2_MP,,,,,honoris cupido,,NON-EVENT,,nominal frame: cupido-03,
Par. 4,,,,,,,,,,,,
SlaT-2806-n1,sum,v#v-w2_MPf123_MP,,,,,,,merge with consilium-08 as in consilium-esse > decido-02,,merged elsewhere,
SlaT-2806-n4,requiesco,v#v-w1130_MPf2_MP,requiesco-01,v#00014405,122698,"ACT, ORIG",animus ex multis miseriis atque periculis requievit,,,,ORIG missing in V2,
SlaT-2806-n10,decerno,v#v-w635_MPf5_MP,decerno-09,v#00947077,98047,"ACT, PAT",mihi reliquam aetatem a re publica procul habendam decrevi,,,,,
SlaT-2806-n11,habeo,v#v-w73_MPf15_MP,habeo-NEW-26,v#02708420,105044,"ACT, PAT",mihi reliquam aetatem a re publica procul habendam decrevi,pass time in a specific way,,,,
SlaT-2806-n19,consilium,v#v-w316_MPf1_MP,decido-02,v#00697589,98060,"ACT, PAT",non fuit consilium socordia atque desidia bonum otium conterere,,,,consilium-08 as in consilium-esse > decido-02,
SlaT-2806-n21,contero,v#v-w1131_MPf2_MP,contero-06,v#01161087,96267,"ACT, PAT",non fuit consilium socordia atque desidia bonum otium conterere,,,,,
SlaT-2806-n27,ago,v#v-w250_MPf16_MP,08-26,v#02708420,88140,"ACT, PAT","agrum colundo aut venando, servilibus officiis, intentum aetatem agere",,,,,
SlaT-2806-n30,intendo,v#v-w29_MPf15_MP,intendo-06,v#00722232,108382,"ACT, PAT","agrum colundo aut venando, servilibus officiis, intentum aetatem agere",,,,,
SlaT-2806-n33,colo,v#v-w589_MPf4_MP,colo2-06,v#01739814,94916,"ACT, PAT","agrum colundo aut venando, servilibus officiis, intentum aetatem agere",,,,,
SlaT-2806-n35,venor,v#v-w1132_MPf2_MP,uenor-01,v#01143838,129792,"ACT, PAT","agrum colundo aut venando, servilibus officiis, intentum aetatem agere",,,,,
SlaT-2807-n2,statuo,v#v-w624_MPf3_MP,statuo-04,v#00697589,125614,"ACT, PAT",defensionem in novo consilio non statui parare,,,,different frame from other statuo-04,
SlaT-2807-n3,regredior,v#v-w1133_MPf3_MP,regredior-05,v#02004874,122545,"ACT, DIR3","quo incepto studioque me ambitio mala detinuerat, eodem regressus",,,,,
SlaT-2807-n8,incipio,v#v-w121_MPf21_MP,incipio-06,v#01864230,106965,"ACT, PAT","quo incepto studioque me ambitio mala detinuerat, eodem regressus",,,,,
SlaT-2807-n9,studium,v#v-w59_MPf6_MP,studium-04,n#05670343,125889,"ACT, PAT","quo incepto studioque me ambitio mala detinuerat, eodem regressus",,,,does not match with same frame elsewhere,
SlaT-2807-n5,detineo,v#v-w915_MPf4_MP,detineo-04,v#01302019,99036,"ACT, PAT",a quo incepto studioque me ambitio mala detinuerat,,,,,
SlaT-2807-n13,perscribo,v#v-w1134_MPf2_MP,perscribo-01,v#01000214,117278,"ACT, PAT",statui res gestas populi Romani carptim [...] perscribere,,,,,
SlaT-2807-n15,gero,v#v-w570_MPf5_MP,gero-15,v#02445509,104536,"ACT, PAT",res gestas,,,,different frame from other statuo-04,
SlaT-2807-n19,video,v#v-w16_MPf51_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",ut quaeque memoria digna videbantur,,,passive,,
SlaT-2807-n21,dignus,v#v-w1361_MPf2_MP,,,,,,,NAs,,,
SlaT-2807-n22,memoria,v#v-w1107_MPf3_MP,memoria-03,n#05760202,112000,"ACT, PAT",ut quaeque memoria digna videbantur,,,,,
SlaT-2807-n25,sum,v#v-w2_MPf232_MP,have-mod-91,,,,,,,,,
SlaT-2807-n28,liber^solutus,v#v-w1135_MPf3_MP,,,,,,,,,,
SlaT-2808-n1,absolvo,v#v-w1136_MPf3_MP,absoluo-NEW-08,v#00953058,87018,"ACT, PAT",de Catilinae coniuratione [...] paucis absolvam,give an account of,,,,
SlaT-2808-n3,conjuratio,v#v-w1094_MPf3_MP,coniuratio-05,n#05908882,95954,ACT,de Catilinae coniuratione [...] paucis absolvam,,,,,
SlaT-2808-n5,possum,v#v-w197_MPf4_MP,possum-NEW-02,,118569,ACT,quam verissume potero,"be able, have the ability","if to be added, possum-NEW-02. be able, have the ability (to, if I keep PAT)",,,
SlaT-2809-n1,existimo,v#v-w591_MPf5_MP,existimo-04,v#00689950,102057,"ACT, PAT",id facinus in primis ego memorabile existumo,,,,,era -03 con EFF
SlaT-2809-n7,memorabilis,v#v-w1137_MPf2_MP,,,,,,,NAs,,,
SlaT-2810-n6,explano,v#v-w1138_MPf2_MP,explano-04,v#00978369,102191,"ACT, PAT",de cuius hominis moribus pauca prius explananda sunt,,,,,
SlaT-2810-n8,facio,v#v-w76_MPf24_MP,facio-25,v#01752884,102758,"ACT, PAT",prius [...] quam initium narrandi faciam,,,,,incipio-02/06. to merge elsewhere?
SlaT-2810-n10,narro,v#v-w820_MPf4_MP,narro-04,v#00953216,113381,"ACT, PAT",prius [...] quam initium narrandi faciam,,,,,
Par. 5,,,,,,,,,,,,
SlaT-2811-n1,sum,v#v-w2_MPf225_MP,have-mod-91,,,,,,,,,
SlaT-2811-n5,nascor,v#v-w35_MPf8_MP,nascor-05/06,v#00360932/v#00361208,113387,ACT,"Catilina, nobili genere natus",,merge,,,
SlaT-2812-n2,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,
SlaT-2812-n12,exerceo,v#v-w251_MPf6_MP,exerceo-29,v#02708420,101981,"ACT, PAT",ibique iuventutem suam exercuit,,,,,
SlaT-2813-n2,patior,v#v-w450_MPf6_MP,patior-04,v#00668099,116222,"ACT, PAT","corpus patiens inediae, algoris, vigiliae supra quam cuiquam credibile est",,,,,
SlaT-2813-n5,vigilia,v#v-w1103_MPf4_MP,uigilia-05,n#14022959,130557,ACT,"corpus patiens inediae, algoris, vigiliae supra quam cuiquam credibile est",,,,,
SlaT-2813-n7,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,
SlaT-2813-n8,credibilis,v#v-w1139_MPf2_MP,,,,,,,NAs,,,
SlaT-2814-n10,simulator,v#v-w1140_MPf2_MP,simulator-02,n#10195593,124863,ACT,cuius rei lubet simulator ac dissimulator,,,,,
SlaT-2814-n11,dissimulator,v#v-w1141_MPf2_MP,dissimulator-01,n#10195593,99809,ACT,cuius rei lubet simulator ac dissimulator,,,,,
SlaT-2814-n8,libet,v#v-w729_MPf3_MP,libet-01,v#01815628,110402,PAT,cuius rei lubet simulator ac dissimulator,,discard,,"tmesis, I would avoid a node and just keep quilibet as 'any'",
SlaT-2814-n12,appeto,v#v-w405_MPf2_MP,appeto-04,v#01825237,89597,"ACT, PAT",alieni adpetens,,,,,
SlaT-2814-n14,profundo,v#v-w1142_MPf2_MP,profundo-06/profundo-07/profundo-14,v#01158181/v#01195804/v#02268351,119735,"ACT, PAT",sui profusus,,merge,,,
SlaT-2814-n16,ardeo,v#v-w720_MPf3_MP,ardeo-08,v#01763303,89900,ACT,ardens in cupiditatibus,,,,,
SlaT-2814-n17,cupiditas,v#v-w1111_MPf2_MP,cupiditas-01/cupiditas-02,n#04945530/n#04945758,97279,ACT,ardens in cupiditatibus,,merge. NON-EVENT,,,
SlaT-2816-n1,cupio,v#v-w215_MPf5_MP,cupio-03/cupio-05,v#01825237/v#01828405,97287,"ACT, PAT","vastus animus inmoderata, incredibilia, nimis alta semper cupiebat",,merge,,,
SlaT-2816-n5,incredibilis,v#v-w1143_MPf2_MP,credo-02,v#00683280 ,96881,"ACT, PAT","vastus animus inmoderata, incredibilia, nimis alta semper cupiebat",,EVENT (nominal: incredibilis-04),,,
SlaT-2817-n1,invado,v#v-w733_MPf5_MP,inuado2-05,v#02019716,108786,"ACT, PAT",hunc [...] lubido maxuma invaserat rei publicae capiundae,,,,,
