id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),,
SlaT-3309-n15,expergiscor,v#v-w1242_MPf2_MP,expergiscor-02,v#02083806,102159,ACT,expergiscimini aliquando,,,,,,
SlaT-3309-n17,capesso,v#v-w1378_MPf1_MP,capesso-15,v#02440770,92667,"ACT, PAT",capessite rem publicam,,,,,,
SlaT-3310-n1,ago,v#v-w250_MPf21_MP,ago-NEW-27,v#02676054,88140,"ACT, REG",non agitur de vectigalibus,be relevant to,,passive,,,
SlaT-3311-n1,sum,v#v-w2_MPf102_MP,have-place-91,,,,,,,,,,
SlaT-3312-n3,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,disagree w/ example in V1,,
SlaT-3312-n4,facio,v#v-w76_MPf24_MP,facio-12,v#00983824,102758,"ACT, PAT",multa verba in hoc ordine feci,,,,,,
SlaT-3312-n10,queror,v#v-w616_MPf3_MP,queror-02,v#00907147,121157,ACT,illos videt queri de avaritia magistratuum,,,,,,
SlaT-3312-n17,habeo,v#v-w73_MPf68_MP,habeo-NEW-25,v#02681795,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"keep in a certain state, position, or activity; e.g.,",,,,,
SlaT-3312-n20,causa,v#v-w258_MPf3_MP,,,,,,,,,,,
SlaT-3312-n22,adverto,v#v-w247_MPf5_MP,,,http://lila-erc.eu/data/id/hypolemma/1008,,ibique mihi multa advorsa fuere,,NAs,,aduerto,,
SlaT-3313-n1,condono,v#v-w1379_MPf1_MP,condono-03,v#00903385,95686,"ACT, PAT",haud facile alterius lubidini male facta condonabam,,,,,,
SlaT-3313-n2,facio,v#v-w76_MPf24_MP,facio-25,v#01752884,102758,"ACT, PAT",prius [...] quam initium narrandi faciam,,,,does not match with same frame elsewhere,,
SlaT-3313-n14,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT","se quisque hostem ferire, murum adscendere, conspici, dum tale facinus faceret, properabat",,,,,,
SlaT-3313-n15,libido,v#v-w1112_MPf9_MP,libido-01,n#04851715,110407,"ACT, PAT",,,,,,,
SlaT-3314-n3,pendo,v#v-w1380_MPf1_MP,pendo-01,v#00630380,116474,"ACT, PAT",ea tametsi vos parvi pendebatis,,,,,,
SlaT-3314-n7,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3314-n12,tolero,v#v-w782_MPf4_MP,tolero-03,v#01115916,128354,"ACT, PAT",opulentia neglegentiam toleraba,,,,,,
SlaT-3315-n1,ago,v#v-w250_MPf22_MP,ago-NEW-27,v#02676054,88140,"ACT, REG",non agitur de vectigalibus,be relevant to,,passive,,,
SlaT-3315-n9,vivo,v#v-w503_MPf1_MP,uiuo-NEW-01,v#02614387,130476,ACT,bonisne an malis moribus vivamus,lead a certain kind of life; live in a certain style,,,,,
SlaT-3315-n15,sum,v#v-w2_MPf216_MP,have-mod-91,,,,,,,,,,
SlaT-3315-n24,sum,v#v-w2_MPf119_MP,belong-91,,,,,,,,,,
SlaT-3315-n26,video,v#v-w16_MPf66_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",mihi rectius videtur [...] gloriam quaerere,,,passive,,,
SlaT-3316-n1,nomino,v#v-w22_MPf15_MP,nomino-12,v#01024190,113810,"ACT, PAT",hic mihi quisquam mansuetudinem et misericordiam nominat,,,,,,
SlaT-3317-n1,amitto,v#v-w596_MPf3_MP,amitto-12,v#02287789,88724,"ACT, PAT","emori per virtutem praestat quam vitam miseram atque inhonestam, ubi alienae superbiae ludibrio fueris, per dedecus amittere",,,,,,
SlaT-3318-n1,sum,v#v-w2_MPf118_MP,have-mod-91,,,,,,,,sino,,
3318a1,voco,v#v-w23_MPf5_MP,uoco-NEW-13,v#01030132,130729,"ACT, PAT",hostem atque parricidam vocare,assign a name or title to,,,,,
SlaT-3318-n3,largior,v#v-w955_MPf3_MP,largior-05,v#02264601,109940,"ACT, ADDR, PAT",bona aliena largiri liberalitas,,,,,,
SlaT-3318-n5,alienus,v#v-w1336_MPf3_MP,,,,,,,NAs,,,,
SlaT-3318-n7,voco,v#v-w23_MPf2_MP,uoco-NEW-13,v#01030132,130729,"ACT, PAT",hostem atque parricidam vocare,assign a name or title to,,,,,
SlaT-3318-n15,sino,v#v-w719_MPf5_MP,sino-NEW-09,v#01494310,124907,"ACT, PAT",res publica in extremo sita est,put into a certain place or abstract location,,passive,[situs],,
SlaT-3319-n2,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3319-n4,habeo,v#v-w73_MPf17_MP,habeo-17,v#02604760,105044,"ACT, MANN, PAT",ita se mores habent,,,,,,
SlaT-3319-n8,liberalis,v#v-w1158_MPf3_MP,,,,,,,NAs,,,,
SlaT-3319-n11,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3320-n2,largior,v#v-w955_MPf3_MP,largior-05,v#02264601,109940,"ACT, ADDR, PAT",ne illi sanguinem nostrum largiantur,,,,,,
SlaT-3320-n6,eo,v#v-w470_MPf7_MP,eo-01,v#00149583,101183,"ACT, EFF",bonos omnis perditum eant,,,,,,
SlaT-3320-n7,parco,v#v-w621_MPf3_MP,parco-NEW-05,v#02564674,116001,"ACT, PAT",paucis sceleratis parcunt,"have mercy upon, spare; [WN of spare] save or relieve from an experience or action",,,,,
SlaT-3320-n8,scelero,v#v-w1381_MPf1_MP,scelero-NEW-04,,123660,,paucis sceleratis parcunt,"be impious, wicked, infamous, vicious",,passive,[sceleratus],,
SlaT-3320-n12,perdo,v#v-w533_MPf3_MP,perdo-02,v#01564144,116738,"ACT, PAT",bonos omnis perditum eant,,,,,,
SlaT-3321-n1,dissero,v#v-w42_MPf6_MP,dissero2-01,v#00813978,99785,ACT,paucis sceleratis parcunt,,,,,,
SlaT-3321-n15,existimo,v#v-w591_MPf7_MP,existimo-04,v#00689950,102057,"ACT, PAT","falsa existumans ea, quae de inferis memorantur",,,,,,
SlaT-3321-n16,credo,v#v-w146_MPf31_MP,credo-07,v#00917300,96881,"ACT, PAT","credo falsa existumans ea, quae de inferis memorantur",,,,,,
SlaT-3321-n20,memoro,v#v-w694_MPf12_MP,memoro-03,v#00953216,112007,"ACT, PAT","falsa existumans ea, quae de inferis memorantur",,,,,,
3322a1,memoro,v#v-w694_MPf13_MP,memoro-03,v#00953216,112007,"ACT, PAT","falsa existumans ea, quae de inferis memorantur",,,,different frame for exactly same token,,
SlaT-3322-n1,habeo,v#v-w73_MPf16_MP,habeo-22,v#02649830,105044,"ACT, PAT",foeda atque formidulosa habere,,,,,,
SlaT-3322-n3,diversus,v#v-w323_MPf4_MP,,,,,,,NON-EVENT,,,,
SlaT-3323-n3,censeo,v#v-w6_MPf9_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,,,
SlaT-3323-n6,publico,v#v-w1374_MPf2_MP,publico-03,v#02273293,120357,"ACT, PAT",censuit pecunias eorum publicandas,,,,,,
3323a2,censeo,v#v-w6_MPf10_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,different frame for exactly same token,,
SlaT-3323-n8,habeo,v#v-w73_MPf18_MP,habeo-NEW-25,v#02681795,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"keep in a certain state, position, or activity; e.g.,",,,,,different meaning than V1 example
SlaT-3323-n11,timeo,v#v-w567_MPf4_MP,timeo-01,v#01780202,128264,"ACT, PAT",omnes undique parricidae sacrilegi convicti iudiciis aut pro factis iudicium timentes,,,,,,
SlaT-3323-n13,eripio,v#v-w588_MPf14_MP,eripio-10,v#02551144,101432,"ACT, ORIG, PAT",civitatem periculis ereptam esse,,,,,,
SlaT-3323-n14,sum,v#v-w2_MPf128_MP,have-place-91,,,,,,,,,,
SlaT-3323-n18,conjuratio,v#v-w1094_MPf4_MP,coniuratio-05,n#05908882,95954,ACT,,,NON-EVENT,,,,
SlaT-3323-n20,conduco,v#v-w930_MPf5_MP,conduco-10,v#02208537,95691,"ACT, PAT",a multitudine conducta,,,,,,
SlaT-3324-n3,sum,v#v-w2_MPf245_MP,have-place-91,,,,,,,,,,
SlaT-3324-n13,possum,v#v-w197_MPf3_MP,possum-NEW-01,,118569,ACT,non ibi plus possit audacia,have power,"if to be added, possum-NEW-01. have power (over, if I keep PAT)",,,,
SlaT-3324-n18,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3324-n20,defendo,v#v-w620_MPf9_MP,defendo-10,v#01129876,98236,"ACT, PAT",ad defendendum opes minores sunt,,,,,,
SlaT-3325-n1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3325-n5,consilium,v#v-w316_MPf1_MP,consilium-15,n#06671484,96060,ACT,,,NON-EVENT,,,,
SlaT-3325-n7,metuo,v#v-w615_MPf2_MP,metuo-04,v#01780729,112260,"ACT, PAT",periculum ex illis metuit,,,,,,
SlaT-3326-n10,timeo,v#v-w567_MPf5_MP,timeo-01,v#01780202,128264,"ACT, PAT",omnes undique parricidae sacrilegi convicti iudiciis aut pro factis iudicium timentes,,,,"different frame than other timeo-01, yet only one exists in V2 and I don't see the need of adding a new one",,
SlaT-3326-n2,timeo,v#v-w567_MPf5_MP,timeo-01,v#01780202,128264,"ACT, PAT",omnes undique parricidae sacrilegi convicti iudiciis aut pro factis iudicium timentes,,,,"different frame than other timeo-01, yet only one exists in V2 and I don't see the need of adding a new one",,
SlaT-3327-n1,habeo,v#v-w73_MPf71_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",pro certo habetote vos simul de exercitu Catilinae et de omnibus coniuratis decernere,,,,different frame than other habeo-07,,
SlaT-3327-n4,statuo,v#v-w624_MPf7_MP,statuo-04,v#00697589,125614,"ACT, PAT",defensionem in novo consilio non statui parare,,,,,,
SlaT-3327-n11,decerno,v#v-w635_MPf15_MP,decerno-02,v#00697589,98047,"ACT, PAT",satisfactionem ex nulla conscientia de culpa proponere decrevi,,,,,,
SlaT-3327-n17,conjuro,v#v-w1029_MPf6_MP,coniuro-02,v#00706975,95956,"ACMP, ACT","antea item coniuravere pauci contra rem publicam, in quibus Catilina fuit",,,,,,
SlaT-3328-n2,ago,v#v-w250_MPf17_MP,08-17,v#02367363,88140,"ACT, PAT",haec in senatu aguntur,,,,,,
SlaT-3328-n7,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3329-n1,assum,v#v-w592_MPf2_MP,adsum-NEW-06,v#00425071,87642,"ACT, DIR3",omnes feroces aderunt,"come into being or existence, or appear on the scene",,,,,
SlaT-3329-n2,video,v#v-w16_MPf20_MP,uideo-09,v#02129289,130163,"ACT, PAT",si paulum modo vos languere viderint,,,,,,
SlaT-3329-n3,langueo,v#v-w1339_MPf2_MP,langueo-06,v#02740204,109831,ACT,si paulum modo vos languere viderint,,,,,,
SlaT-3330-n1,existimo,v#v-w591_MPf3_MP,existimo-01,v#00631737,102057,"ACT, EFF, PAT",existumans [...] facile eos ad tale consilium adduci posse,,,,,,
SlaT-3330-n2,facio,v#v-w76_MPf57_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",ut [...] ex pulcherruma atque optuma pessuma ac flagitiosissuma facta sit,,,,different frame than other facio-05,,
SlaT-3331-n1,habeo,v#v-w73_MPf65_MP,habeo-NEW-25,v#02681795,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"keep in a certain state, position, or activity; e.g.,",,,,,
SlaT-3331-n2,sum,v#v-w2_MPf113_MP,have-mod-91,,,,,,,,,,
SlaT-3332-n1,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,,
3332a1,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,,
SlaT-3333-n2,sum,v#v-w2_MPf113_MP,identity-91,,,,,,,,,,
SlaT-3333-n5,facio,v#v-w76_MPf27_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",ut [...] ex pulcherruma atque optuma pessuma ac flagitiosissuma facta sit,,,,,,
SlaT-3333-n9,sum,v#v-w2_MPf119_MP,have-mod-91,,,,,,,,,,
3334a1,sum,v#v-w2_MPf100_MP,identity-91,,,,,,,,,,
SlaT-3334-n9,liber^solutus,v#v-w1135_MPf5_MP,liber-05,a#01061489,110381,,,,NAs,,,,
SlaT-3334-n10,consulo,v#v-w630_MPf7_MP,consulo-04,v#00699626,96186,ACT,animus in consulendo liber,,,,,,
SlaT-3334-n11,obnoxius,v#v-w1205_MPf2_MP,,,,,,,NAs,,,,
SlaT-3334-n16,libido,v#v-w1112_MPf5_MP,,,,,,,NON-EVENT,,"unlawful or inordinate desire, passion, caprice",,
SlaT-3335-n4,habeo,v#v-w73_MPf15_MP,have-91,,,,habemus luxuriam atque avaritiam,,,,,,
3335a1,habeo,v#v-w73_MPf15_MP,have-91,,,,habemus luxuriam atque avaritiam,,,,,,
3335a2,habeo,v#v-w73_MPf15_MP,have-91,,,,habemus luxuriam atque avaritiam,,,,,,
SlaT-3336-n2,laudo,v#v-w594_MPf8_MP,laudo-04/laudo-05,v#00860620/v#00880780,110078,"ACT, PAT",sua ab aliis bene facta laudari quam ipse aliorum narrare malebat,,merge,,,,
SlaT-3336-n4,sequor,v#v-w109_MPf22_MP,sequor-13,v#02346895,124461,"ACT, PAT",sequimur inertiam,,,,,,
SlaT-3337-n2,discrimen,v#v-w1408_MPf1_MP,discrimen-05,n#05748285,99652,"ACT, PAT",,,NON-EVENT,,,,
SlaT-3337-n7,possideo,v#v-w812_MPf4_MP,possideo-02,v#02203362,118567,"ACT, PAT",omnia virtutis praemia ambitio possidet,,,,,,
SlaT-3339-n1,fio,v#v-w565_MPf18_MP,fio-03,v#00340704,103328,"ACT, PAT","eo fit, ut inpetus fiat in vacuam rem publicam",,,,,,
SlaT-3339-n3,capio,v#v-w106_MPf11_MP,capio-06,v#00674607,92686,"ACT, PAT",vos separatim sibi quisque consilium capitis,,,,,,
SlaT-3339-n8,consilium,v#v-w316_MPf1_MP,consilium-08,n#05838176,96060,ACT,,,EVENT? maybe would have to be a single node like decido-02,,Q,,
3339a3,servio,v#v-w760_MPf5_MP,seruio-03,v#02540670,124541,"ACT, ADDR",hic pecuniae aut gratiae servitis,,,,,,
SlaT-3339-n12,servio,v#v-w760_MPf5_MP,seruio-03,v#02540670,124541,"ACT, ADDR",hic pecuniae aut gratiae servitis,,,,,,
SlaT-3339-n18,fio,v#v-w565_MPf14_MP,fio-02,v#00339934,103328,ACT,inpetus fiat in vacuam rem publicam,,,,,,
SlaT-3339-n21,vacuus,v#v-w1201_MPf2_MP,,,,,,,NAs,,,,
SlaT-3340-n2,omitto,v#v-w659_MPf4_MP,omitto-05,v#00616857,114931,"ACT, PAT",ego haec omitto,,,,,,
SlaT-3341-n2,conjuro,v#v-w1029_MPf5_MP,coniuro-02,v#00706975,95956,"ACMP, ACT","antea item coniuravere pauci contra rem publicam, in quibus Catilina fuit",,,,different frame than other coniuro-02,,
SlaT-3341-n5,incendo,v#v-w762_MPf3_MP,incendo-04/incendo-05,v#01761706/v#02116118,106911,"ACT, PAT",patriam incendere,,merge,,,,
SlaT-3341-n7,arcesso,v#v-w884_MPf4_MP,arcesso-06,v#01063695,89811,"ACT, PAT",Gallorum gentem infestissumam nomini Romano ad bellum arcessunt,,,,,,
SlaT-3341-n10,infestus,v#v-w1367_MPf1_MP,,,,,,,NAs,,,,
SlaT-3341-n14,sum,v#v-w2_MPf143_MP,have-place-91,,,,,,,,,,
SlaT-3342-n3,cunctor,v#v-w1342_MPf2_MP,cunctor-08,v#02640440,97248,ACT,vos cunctamini etiam nunc,,,,,,
SlaT-3342-n6,dubito,v#v-w608_MPf6_MP,dubito-04,v#01831308,100176,"ACT, PAT",et dubitatis,,,,,,
SlaT-3342-n7,facio,v#v-w76_MPf13_MP,facio-25,v#01752884,102758,"ACT, PAT",prius [...] quam initium narrandi faciam,,,,,,
SlaT-3342-n9,deprehendo,v#v-w797_MPf3_MP,deprehendo-07,v#01215137,98781,"ACT, PAT",intra moenia deprensis hostibus,,,,,,
SlaT-3343-n1,censeo,v#v-w6_MPf11_MP,censeo-NEW-20,v#00875394,93395,"ACT, PAT",misereamini censeo,"make a proposal, declare a plan for something",,,,,
SlaT-3343-n3,misereor,v#v-w1299_MPf3_MP,misereo-NEW-02,v#00905399,112457,"ACT, PAT",misereamini censeo,grant a pardon to,,,misereor is lemmaVariant of misereo,,
SlaT-3343-n4,delinquo,v#v-w1368_MPf2_MP,delinquo-05,v#02566528,98480,"ACT, PAT",delinquere homines adulescentuli per ambitionem,,,,,,
SlaT-3343-n8,dimitto,v#v-w649_MPf12_MP,dimitto-13,v#02421374,99509,"ACT, PAT",armatos dimittatis,,,,,,
SlaT-3343-n9,armo,v#v-w865_MPf3_MP,armo-06,v#01088381,90036,"ACT, PAT",armatos dimittatis,,,,,,
SlaT-3344-n1,converto,v#v-w686_MPf5_MP,conuerto-06,v#00382635,96446,"ACT, EFF, PAT",ne ista vobis mansuetudo et misericordia [...] in miseriam convortat,,,,,,
SlaT-3344-n8,capio,v#v-w106_MPf11_MP,capio-19,v#01216670,92686,"ACT, PAT",arma capere,,,,does not match with same frame elsewhere,,
SlaT-3345-n2,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3345-n7,timeo,v#v-w567_MPf6_MP,timeo-01,v#01780202,128264,"ACT, PAT",omnes undique parricidae sacrilegi convicti iudiciis aut pro factis iudicium timentes,,,,different frame than other timeo-01,,
3346a1,timeo,v#v-w567_MPf6_MP,timeo-01,v#01780202,128264,"ACT, PAT",omnes undique parricidae sacrilegi convicti iudiciis aut pro factis iudicium timentes,,,,,,
SlaT-3347-n2,cunctor,v#v-w1342_MPf2_MP,cunctor-08,v#02640440,97248,ACT,mollitia animi alius alium expectantes cunctamini,,,,,,
SlaT-3347-n7,expecto,v#v-w584_MPf6_MP,exspecto-04,v#02637938,102335,"ACT, PAT",alius alium expectantes,,,,,,
SlaT-3347-n10,confido,v#v-w918_MPf9_MP,confido-01,v#00688377,95749,"ACT, BEN",dis inmortalibus confisi,his amicis sociisque confisus,,,,,
SlaT-3347-n14,servo,v#v-w580_MPf4_MP,seruo-12,v#02280132,124551,"ACT, PAT",hanc rem publicam saepe in maxumis periculis servavere,,,,,,
SlaT-3348-n1,paro,v#v-w572_MPf14_MP,paro-10,v#02238770,116061,"ACT, PAT",suppliciis muliebribus auxilia deorum parantur,,,,,,
SlaT-3348-n5,supplicium,v#v-w1159_MPf5_MP,supplico-NEW-01,,127037,"ACT, PAT",,communicate with a deity (especially as a petition or in adoration or contrition or thanksgiving),EVENT (nominal: supplicium-02),,,,
SlaT-3348-n8,auxilium,v#v-w1110_MPf8_MP,auxilior-03,v#02547586,90871,"ACT, PAT",,,EVENT (nominal: auxilium-01),,,,
SlaT-3349-n1,cedo,v#v-w583_MPf5_MP,cedo-29,v#02610845,93298,"ACT, EFF",prospera omnia cedunt,,but prospera is not annotated as EFF in TG,,,,
SlaT-3349-n3,vigilo,v#v-w1271_MPf4_MP,uigilo-02,v#02151966,130183,ACT,vigilando,,,,,,
SlaT-3349-n4,ago,v#v-w250_MPf11_MP,ago-17,v#02367363,88140,"ACT, PAT",agundo,,,,,,
SlaT-3349-n5,consulo,v#v-w630_MPf7_MP,consulo-04,v#00699626,96186,ACT,bene consulendo,,,,,,
SlaT-3350-n1,imploro,v#v-w1376_MPf1_MP,imploro-01,v#00759269,106619,"ACT, ADDR, PAT",nequiquam deos inplores,,,,,,
SlaT-3350-n2,trado,v#v-w148_MPf13_MP,trado-02,v#00887463,128519,"ACT, ADDR, PAT",socordiae et atque ignaviae tradideris,,,,,,
SlaT-3351-n1,sum,v#v-w2_MPf253_MP,have-mod-91,,,,,,,,,,
SlaT-3351-n3,irascor,v#v-w650_MPf3_MP,irascor-02,v#01787106,108954,ACT,irati infestique sunt,,,,,,
SlaT-3351-n4,infestus,v#v-w1367_MPf2_MP,infestus-03,a#01244410,107661,PAT,irati infestique sunt,,NAs,,,,
SlaT-3352-n4,iubeo,v#v-w563_MPf2_MP,iubeo-01,v#00715868,109152,"ACT, PAT",A. Manlius Torquatus bello Gallico filium suom [...] necari iussit,,,,,,
SlaT-3352-n15,neco,v#v-w1208_MPf7_MP,neco-03,v#01323958,113514,"ACT, PAT",A. Manlius Torquatus bello Gallico filium suom [...] necari iussit,,,,,,
SlaT-3352-n11,pugno,v#v-w627_MPf4_MP,pugno-07,v#01092366,120417,ACT,memorare possum [...] quas urbis natura munitas pugnando ceperit,,,,,,
SlaT-3352-n18,do,v#v-w72_MPf6_MP,do-poenas-NEW-01 (or do-NEW-42),,,,ille egregius adulescens immoderatae fortitudinis morte poenas dedit,suffer punishment,,,,,
SlaT-3353-n1,cunctor,v#v-w1342_MPf3_MP,cunctor-01,v#00687523,97248,"ACT, PAT",vos de crudelissumis parricidis quid statuatis cunctamini,,,,,,
SlaT-3353-n3,statuo,v#v-w624_MPf8_MP,statuo-04,v#00697589,125614,"ACT, PAT",defensionem in novo consilio non statui parare,,different frame than other statuo-04,,,,
SlaT-3354-n1,obsto,v#v-w718_MPf3_MP,obsto-11,v#02693691,114464,"ACT, PAT",cetera vita eorum huic sceleri obstat,,,,,,
SlaT-3355-n1,parco,v#v-w621_MPf2_MP,parco-02,v#01196037,116001,"ACT, PAT","neque sumptui neque modestiae suae parcere, dum illos obnoxios fidosque sibi faceret.",,,,,,
3355a2,parco,v#v-w621_MPf2_MP,parco-02,v#01196037,116001,"ACT, PAT","neque sumptui neque modestiae suae parcere, dum illos obnoxios fidosque sibi faceret.",,,,,,
3355a3,parco,v#v-w621_MPf2_MP,parco-02,v#01196037,116001,"ACT, PAT","neque sumptui neque modestiae suae parcere, dum illos obnoxios fidosque sibi faceret.",,,,,,
SlaT-3355-n10,parco,v#v-w621_MPf2_MP,parco-02,v#01196037,116001,"ACT, PAT","neque sumptui neque modestiae suae parcere, dum illos obnoxios fidosque sibi faceret.",,,,,,
SlaT-3356-n1,ignosco,v#v-w787_MPf3_MP,ignosco-01,v#00893167,106175,"ACT, ADDR, PAT",ignoscite Cethegi adulescientiae,,,,,,
SlaT-3356-n4,facio,v#v-w76_MPf24_MP,facio-25,v#01752884,102758,"ACT, PAT",patriae bellum fecit,,,,,,
